Southeast,Actual,Predicted,,# true predictions,% accurate
170,1,1,FALSE,,
171,0,0,FALSE,,
172,1,0,FALSE,,
173,0,0,TRUE,,
174,-1,0,TRUE,,
175,1,1,FALSE,,
176,0,0,FALSE,,
177,-1,0,TRUE,,
178,1,0,TRUE,,
179,1,0,FALSE,,
180,0,0,FALSE,,
181,1,0,FALSE,,
182,-1,0,FALSE,,
183,0,0,TRUE,,
184,1,0,FALSE,,
185,0,0,TRUE,,
186,1,0,FALSE,,
187,0,0,FALSE,,
188,1,0,TRUE,,
189,-1,1,TRUE,,
190,1,0,FALSE,,
191,0,0,FALSE,,
192,0,0,TRUE,,
193,0,0,TRUE,,
194,0,0,TRUE,,
195,0,0,TRUE,,
196,1,0,TRUE,,
197,0,0,TRUE,,
198,0,0,FALSE,,
199,0,0,TRUE,,
200,-1,0,TRUE,,
201,1,0,FALSE,,
202,0,0,FALSE,,
203,1,1,FALSE,,
204,0,0,TRUE,,
205,0,0,TRUE,,
206,-1,0,FALSE,,
207,1,0,FALSE,,
208,0,0,TRUE,,
209,1,0,TRUE,,
210,1,0,FALSE,,
211,1,0,FALSE,,
212,0,0,FALSE,,
213,1,0,FALSE,,
214,0,0,TRUE,,
215,0,0,FALSE,,
216,0,0,TRUE,,
217,1,0,FALSE,,
218,0,0,FALSE,,
219,0,0,TRUE,,
220,0,0,TRUE,,
221,0,0,FALSE,,
222,1,0,FALSE,,
223,0,0,TRUE,,
224,1,0,TRUE,,
225,0,1,TRUE,,
226,1,0,TRUE,,
227,0,0,TRUE,,
228,0,0,TRUE,,
229,1,0,FALSE,,
230,-1,0,TRUE,,
231,1,0,TRUE,,
232,1,0,FALSE,,
233,0,0,FALSE,,
234,1,0,FALSE,,
235,0,0,TRUE,,
236,1,0,TRUE,,
237,0,0,FALSE,,
238,0,0,FALSE,,
239,0,0,TRUE,,
240,1,0,TRUE,,
241,1,0,FALSE,,
242,0,0,FALSE,,
243,0,0,FALSE,,
244,1,0,FALSE,,
245,0,0,TRUE,,
246,1,0,FALSE,,
247,0,0,TRUE,,
248,0,0,FALSE,,
249,1,0,FALSE,,
250,0,0,TRUE,,
251,-1,0,TRUE,,
252,1,0,FALSE,,
253,0,0,FALSE,,
254,1,0,TRUE,,
255,0,0,TRUE,,
256,0,0,TRUE,,
257,0,0,TRUE,,
258,-1,0,TRUE,,
259,-1,0,TRUE,,
260,0,0,FALSE,,
261,0,0,TRUE,,
262,1,0,TRUE,,
263,1,0,FALSE,,
264,0,0,FALSE,,
265,0,0,FALSE,,
266,1,0,TRUE,,
267,1,0,TRUE,,
268,1,0,FALSE,,
269,1,0,FALSE,,
270,-1,0,TRUE,,
271,1,0,TRUE,,
272,-1,0,FALSE,,
273,-1,0,FALSE,,
274,1,0,FALSE,,
275,0,0,FALSE,,
276,0,0,TRUE,,
277,0,0,FALSE,,
278,-1,0,TRUE,,
279,0,0,FALSE,,
280,-1,0,FALSE,,
281,-1,0,TRUE,,
282,-1,0,TRUE,,
283,0,0,FALSE,,
284,-1,0,FALSE,,
285,0,0,TRUE,,
286,0,0,TRUE,,
287,1,0,TRUE,,
288,1,0,TRUE,,
289,1,0,TRUE,,
290,-1,0,TRUE,,
291,0,0,FALSE,,
292,0,0,TRUE,,
293,0,0,TRUE,,
294,0,0,FALSE,,
295,-1,0,FALSE,,
296,0,0,FALSE,,
297,1,1,TRUE,,
298,0,0,TRUE,,
299,0,0,FALSE,,
300,1,0,FALSE,,
301,0,0,TRUE,,
302,1,0,TRUE,,
303,-1,0,FALSE,,
304,-1,0,FALSE,,
305,0,0,FALSE,,
306,0,0,FALSE,,
307,0,0,TRUE,,
308,0,0,FALSE,,
309,0,0,TRUE,,
310,1,0,FALSE,,
311,0,0,FALSE,,
312,0,1,TRUE,,
313,1,0,TRUE,,
314,0,0,FALSE,,
315,1,0,FALSE,,
316,1,0,TRUE,,
317,0,0,TRUE,,
318,0,0,TRUE,,
319,0,1,TRUE,,
320,1,0,TRUE,,
321,1,0,TRUE,,
322,0,0,FALSE,,
323,0,1,TRUE,,
324,1,0,TRUE,,
325,0,0,FALSE,,
326,-1,0,FALSE,,
327,0,0,FALSE,,
328,0,0,TRUE,,
329,0,0,TRUE,,
330,0,0,FALSE,,
331,0,1,FALSE,,
332,-1,0,TRUE,,
333,0,0,TRUE,,
334,0,0,FALSE,,
335,1,0,FALSE,,
336,1,0,FALSE,,
337,0,0,FALSE,,
338,-1,0,TRUE,,
339,0,0,FALSE,,
340,0,0,TRUE,,
341,-1,0,FALSE,,
342,-1,0,FALSE,,
343,0,0,TRUE,,
344,1,0,TRUE,,
345,1,0,FALSE,,
346,0,0,FALSE,,
347,1,1,TRUE,,
348,1,0,TRUE,,
349,0,1,TRUE,,
350,1,0,TRUE,,
351,0,0,TRUE,,
352,1,0,TRUE,,
353,0,0,FALSE,,
354,1,0,TRUE,,
355,0,0,TRUE,,
356,1,0,FALSE,,
357,1,0,FALSE,,
358,1,0,FALSE,,
359,1,0,TRUE,,
360,1,0,TRUE,,
361,1,0,FALSE,,
362,0,0,FALSE,,
363,1,0,TRUE,,
364,1,0,TRUE,,
365,0,0,FALSE,,
366,1,0,FALSE,,
367,0,0,FALSE,,
368,1,0,FALSE,,
369,-1,0,TRUE,,
370,0,0,FALSE,,
371,1,0,TRUE,,
372,0,0,FALSE,,
373,1,0,FALSE,,
374,1,0,TRUE,,
375,-1,0,TRUE,,
376,1,0,FALSE,,
377,1,0,FALSE,,
378,-1,0,TRUE,,
379,0,0,TRUE,,
380,0,0,TRUE,,
381,0,0,TRUE,,
382,0,0,TRUE,,
383,0,0,TRUE,,
384,0,1,FALSE,,
385,0,0,TRUE,,
386,1,0,TRUE,,
387,0,0,FALSE,,
388,0,0,FALSE,,
389,1,0,FALSE,,
390,0,0,TRUE,,
391,1,0,TRUE,,
392,0,1,FALSE,,
393,1,0,FALSE,,
394,0,0,TRUE,,
395,1,0,TRUE,,
396,1,0,FALSE,,
397,-1,0,FALSE,,
398,1,0,FALSE,,
399,1,0,FALSE,,
400,-1,0,TRUE,,
401,0,0,FALSE,,
402,1,0,TRUE,,
403,0,0,FALSE,,
404,0,0,FALSE,,
405,0,0,TRUE,,
406,1,0,TRUE,,
407,0,0,FALSE,,
408,-1,1,FALSE,,
409,0,1,TRUE,,
410,1,0,TRUE,,
411,1,0,TRUE,,
412,0,0,TRUE,,
413,0,0,TRUE,,
414,1,0,TRUE,,
415,0,0,FALSE,,
416,0,0,TRUE,,
417,0,0,TRUE,,
418,1,0,FALSE,,
419,0,0,FALSE,,
420,0,0,FALSE,,
421,0,0,TRUE,,
422,-1,0,TRUE,,
423,0,0,FALSE,,
424,0,0,FALSE,,
425,0,0,TRUE,,
426,0,0,TRUE,,
427,0,0,FALSE,,
428,0,0,FALSE,,
429,1,0,FALSE,,
430,0,0,FALSE,,
431,0,0,TRUE,,
432,0,0,FALSE,,
433,1,0,TRUE,,
434,-1,0,FALSE,,
435,1,0,FALSE,,
436,0,0,TRUE,,
437,1,0,TRUE,,
438,0,0,FALSE,,
439,0,0,FALSE,,
440,0,0,TRUE,,
441,0,0,TRUE,,
442,1,0,TRUE,,
443,0,0,TRUE,,
444,1,0,TRUE,,
445,1,0,TRUE,,
446,1,1,FALSE,,
447,1,1,TRUE,,
448,1,0,TRUE,,
449,-1,0,FALSE,,
450,0,0,FALSE,,
451,0,0,FALSE,,
452,1,0,TRUE,,
453,1,0,TRUE,,
454,0,0,FALSE,,
455,0,0,FALSE,,
456,1,0,TRUE,,
457,1,0,TRUE,,
458,0,0,FALSE,,
459,0,0,FALSE,,
460,0,0,FALSE,,
461,1,0,FALSE,,
462,0,0,TRUE,,
463,0,0,FALSE,,
464,-1,0,TRUE,,
465,1,0,FALSE,,
466,0,0,FALSE,,
467,0,0,TRUE,,
468,1,0,TRUE,,
469,0,0,FALSE,,
470,1,0,FALSE,,
471,0,0,TRUE,,
472,1,0,TRUE,,
473,0,0,TRUE,,
474,1,0,TRUE,,
475,0,0,TRUE,,
476,0,0,TRUE,,
477,0,0,FALSE,,
478,1,0,TRUE,,
479,1,0,TRUE,,
480,1,0,FALSE,,
481,0,0,FALSE,,
482,1,0,FALSE,,
483,0,0,TRUE,,
484,0,0,TRUE,,
485,0,0,FALSE,,
486,0,0,FALSE,,
487,0,0,TRUE,,
488,0,0,TRUE,,
489,0,0,FALSE,,
490,0,0,FALSE,,
491,0,0,FALSE,,
492,1,0,FALSE,,
493,1,0,TRUE,,
494,0,0,FALSE,,
495,1,0,TRUE,,
496,0,0,FALSE,,
497,0,0,FALSE,,
498,1,0,TRUE,,
499,1,0,TRUE,,
500,-1,0,FALSE,,
501,1,0,FALSE,,
502,0,0,TRUE,,
503,1,0,TRUE,,
504,0,0,TRUE,,
505,0,0,TRUE,,
506,0,0,TRUE,,
507,-1,0,TRUE,,
508,1,0,FALSE,,
509,0,0,TRUE,,
510,1,0,TRUE,,
511,0,0,FALSE,,
512,-1,0,FALSE,,
513,1,0,FALSE,,
514,0,0,TRUE,,
515,1,0,TRUE,,
516,0,0,FALSE,,
517,-1,0,FALSE,,
518,0,0,TRUE,,
519,1,1,TRUE,,
520,1,0,FALSE,,
521,1,0,FALSE,,
522,1,0,FALSE,,
523,1,0,FALSE,,
524,1,0,TRUE,,
525,1,0,FALSE,,
526,0,0,TRUE,,
527,0,0,FALSE,,
528,1,0,FALSE,,
529,-1,0,TRUE,,
530,-1,0,TRUE,,
531,1,0,FALSE,,
532,0,0,FALSE,,
533,1,0,TRUE,,
534,0,0,TRUE,,
535,0,0,TRUE,,
536,0,0,TRUE,,
537,1,0,TRUE,,
538,-1,0,TRUE,,
539,0,0,FALSE,,
540,-1,0,TRUE,,
541,1,0,TRUE,,
542,-1,0,FALSE,,
543,-1,0,FALSE,,
544,0,0,FALSE,,
545,1,1,TRUE,,
546,1,0,TRUE,,
547,0,0,FALSE,,
548,0,0,FALSE,,
549,0,0,TRUE,,
550,-1,1,TRUE,,
551,0,0,FALSE,,
552,0,0,FALSE,,
553,0,0,FALSE,,
554,1,0,FALSE,,
555,0,0,TRUE,,
556,0,0,FALSE,,
557,0,0,TRUE,,
558,0,0,FALSE,,
559,1,0,FALSE,,
560,0,0,TRUE,,
561,1,1,TRUE,,
562,1,0,FALSE,,
563,0,0,FALSE,,
564,1,0,TRUE,,
565,-1,0,TRUE,,
566,0,0,TRUE,,
567,-1,0,TRUE,,
568,0,0,TRUE,,
569,1,0,TRUE,,
570,1,0,FALSE,,
571,0,1,TRUE,,
572,0,0,TRUE,,
573,-1,0,FALSE,,
574,0,0,FALSE,,
575,1,0,FALSE,,
576,1,0,TRUE,,
577,0,0,TRUE,,
578,0,0,FALSE,,
579,0,0,FALSE,,
580,0,0,TRUE,,
581,0,0,TRUE,,
582,0,0,FALSE,,
583,0,0,FALSE,,
584,0,0,FALSE,,
585,0,0,FALSE,,
586,1,0,TRUE,,
587,0,0,FALSE,,
588,1,0,TRUE,,
589,0,0,FALSE,,
590,0,0,FALSE,,
591,1,0,TRUE,,
592,1,0,TRUE,,
593,1,0,FALSE,,
594,0,0,FALSE,,
595,-1,0,TRUE,,
596,1,0,TRUE,,
597,0,0,TRUE,,
598,0,0,TRUE,,
599,-1,0,TRUE,,
600,0,0,TRUE,,
601,-1,0,FALSE,,
602,0,0,TRUE,,
603,1,0,TRUE,,
604,0,0,FALSE,,
605,-1,0,FALSE,,
606,0,0,FALSE,,
607,0,0,TRUE,,
608,1,0,TRUE,,
609,1,0,FALSE,,
610,-1,0,FALSE,,
611,0,0,TRUE,,
612,0,0,TRUE,,
613,-1,0,FALSE,,
614,1,0,FALSE,,
615,-1,0,FALSE,,
616,1,0,FALSE,,
617,0,0,TRUE,,
618,-1,1,FALSE,,
619,0,1,TRUE,,
620,0,0,FALSE,,
621,1,0,FALSE,,
622,0,0,TRUE,,
623,0,0,TRUE,,
624,0,0,FALSE,,
625,-1,0,FALSE,,
626,0,0,TRUE,,
627,0,0,TRUE,,
628,-1,0,TRUE,,
629,0,0,TRUE,,
630,1,0,TRUE,,
631,0,0,TRUE,,
632,0,0,FALSE,,
633,0,0,TRUE,,
634,0,0,TRUE,,
635,0,0,FALSE,,
636,0,0,FALSE,,
637,-1,0,FALSE,,
638,1,0,TRUE,,
639,1,0,TRUE,,
640,0,0,FALSE,,
641,0,0,FALSE,,
642,0,0,TRUE,,
643,0,0,TRUE,,
644,1,0,FALSE,,
645,0,0,FALSE,,
646,1,0,FALSE,,
647,-1,0,FALSE,,
648,0,0,TRUE,,
649,0,0,FALSE,,
650,-1,0,TRUE,,
651,0,0,FALSE,,
652,0,0,FALSE,,
653,1,0,TRUE,,
654,1,0,TRUE,,
655,0,0,FALSE,,
656,0,0,FALSE,,
657,0,0,TRUE,,
658,1,0,TRUE,,
659,0,0,TRUE,,
660,0,0,TRUE,,
661,0,1,TRUE,,
662,0,0,TRUE,,
663,0,0,FALSE,,
664,0,1,TRUE,,
665,0,0,TRUE,,
666,0,0,FALSE,,
667,-1,0,FALSE,,
668,0,0,FALSE,,
669,1,1,TRUE,,
670,1,0,TRUE,,
671,1,0,FALSE,,
672,0,0,FALSE,,
673,0,0,TRUE,,
674,0,0,TRUE,,
675,-1,0,FALSE,,
676,0,0,FALSE,,
677,1,0,FALSE,,
678,0,0,FALSE,,
679,0,0,TRUE,,
680,0,0,FALSE,,
681,1,1,TRUE,,
682,0,1,FALSE,,
683,0,0,FALSE,,
684,0,0,TRUE,,
685,1,0,TRUE,,
686,-1,0,FALSE,,
687,-1,0,FALSE,,
688,0,0,TRUE,,
689,1,0,TRUE,,
690,0,0,TRUE,,
691,0,0,TRUE,,
692,0,0,TRUE,,
693,0,0,TRUE,,
694,-1,0,FALSE,,
695,0,0,TRUE,,
696,0,0,TRUE,,
697,0,0,FALSE,,
698,0,0,FALSE,,
699,0,0,FALSE,,
700,1,0,TRUE,,
701,1,0,TRUE,,
702,1,0,FALSE,,
703,-1,0,FALSE,,
704,0,0,TRUE,,
705,0,0,TRUE,,
706,0,0,FALSE,,
707,-1,0,FALSE,,
708,0,0,FALSE,,
709,1,0,FALSE,,
710,-1,0,TRUE,,
711,0,0,FALSE,,
712,0,0,TRUE,,
713,-1,0,FALSE,,
714,0,0,FALSE,,
715,-1,0,TRUE,,
716,0,0,TRUE,,
717,-1,0,FALSE,,
718,0,0,FALSE,,
719,-1,1,TRUE,,
720,1,0,TRUE,,
721,0,0,TRUE,,
722,0,0,TRUE,,
723,0,0,TRUE,,
724,0,0,TRUE,,
725,1,0,FALSE,,
726,0,0,TRUE,,
727,0,0,TRUE,,
728,0,0,FALSE,,
729,0,0,FALSE,,
730,1,0,FALSE,,
731,-1,0,TRUE,,
732,1,0,TRUE,,
733,-1,0,FALSE,,
734,1,0,FALSE,,
735,-1,0,TRUE,,
736,-1,0,TRUE,,
737,1,0,FALSE,,
738,-1,0,FALSE,,
739,0,0,FALSE,,
740,1,0,FALSE,,
741,0,0,TRUE,,
742,0,0,FALSE,,
743,1,0,TRUE,,
744,1,1,FALSE,,
745,0,1,FALSE,,
746,1,0,TRUE,,
747,0,0,TRUE,,
748,1,0,FALSE,,
749,0,0,FALSE,,
750,-1,0,TRUE,,
751,0,0,TRUE,,
752,0,0,TRUE,,
753,0,0,TRUE,,
754,0,0,TRUE,,
755,0,0,TRUE,,
756,1,0,FALSE,,
757,0,0,TRUE,,
758,0,0,TRUE,,
759,0,0,FALSE,,
760,0,0,FALSE,,
761,0,0,FALSE,,
762,1,0,TRUE,,
763,-1,0,TRUE,,
764,0,0,FALSE,,
765,1,0,FALSE,,
766,0,0,TRUE,,
767,1,0,TRUE,,
768,1,0,FALSE,,
769,1,0,FALSE,,
770,1,0,FALSE,,
771,0,0,FALSE,,
772,0,0,TRUE,,
773,0,0,FALSE,,
774,0,0,TRUE,,
775,-1,0,FALSE,,
776,0,0,FALSE,,
777,0,0,TRUE,,
778,-1,0,TRUE,,
779,1,0,FALSE,,
780,-1,0,FALSE,,
781,1,0,TRUE,,
782,1,0,TRUE,,
783,0,0,TRUE,,
784,-1,0,TRUE,,
785,1,0,TRUE,,
786,1,0,TRUE,,
787,0,0,FALSE,,
788,1,0,TRUE,,
789,0,0,TRUE,,
790,0,0,FALSE,,
791,-1,0,FALSE,,
792,1,0,FALSE,,
793,0,0,TRUE,,
794,-1,0,TRUE,,
795,-1,0,FALSE,,
796,1,0,FALSE,,
797,0,0,TRUE,,
798,0,0,TRUE,,
799,1,0,FALSE,,
800,-1,0,FALSE,,
801,0,0,FALSE,,
802,1,0,FALSE,,
803,0,0,TRUE,,
804,1,0,FALSE,,
805,0,0,TRUE,,
806,0,0,FALSE,,
807,0,0,FALSE,,
808,0,0,TRUE,,
809,-1,0,TRUE,,
810,0,0,FALSE,,
811,0,0,FALSE,,
812,0,0,TRUE,,
813,0,0,TRUE,,
814,0,0,TRUE,,
815,0,1,TRUE,,
816,0,0,TRUE,,
817,0,0,TRUE,,
818,1,0,FALSE,,
819,1,0,TRUE,,
820,0,0,TRUE,,
821,0,0,FALSE,,
822,0,0,FALSE,,
823,0,0,FALSE,,
824,0,0,TRUE,,
825,0,0,TRUE,,
826,0,1,FALSE,,
827,0,0,FALSE,,
828,0,0,TRUE,,
829,0,0,TRUE,,
830,1,0,FALSE,,
831,-1,0,FALSE,,
832,0,0,FALSE,,
833,1,0,FALSE,,
834,-1,0,TRUE,,
835,1,0,FALSE,,
836,0,0,TRUE,,
837,-1,0,FALSE,,
838,1,0,FALSE,,
839,0,0,TRUE,,
840,1,0,TRUE,,
841,0,0,FALSE,,
842,0,0,FALSE,,
843,0,0,TRUE,,
844,-1,0,TRUE,,
845,1,0,TRUE,,
846,0,0,TRUE,,
847,1,0,TRUE,,
848,1,0,TRUE,,
849,0,0,FALSE,,
850,0,0,TRUE,,
851,1,0,TRUE,,
852,0,1,FALSE,,
853,0,0,FALSE,,
854,0,0,FALSE,,
855,0,0,TRUE,,
856,-1,0,TRUE,,
857,-1,0,FALSE,,
858,0,0,FALSE,,
859,1,0,TRUE,,
860,1,0,TRUE,,
861,0,0,FALSE,,
862,-1,0,FALSE,,
863,1,0,FALSE,,
864,0,1,FALSE,,
865,1,0,TRUE,,
866,1,0,FALSE,,
867,1,0,TRUE,,
868,1,0,FALSE,,
869,1,0,FALSE,,
870,1,0,TRUE,,
871,1,0,TRUE,,
872,1,0,FALSE,,
873,1,0,FALSE,,
874,-1,0,TRUE,,
875,1,0,TRUE,,
876,0,0,TRUE,,
877,-1,0,TRUE,,
878,1,0,TRUE,,
879,0,1,TRUE,,
880,1,0,FALSE,,
881,0,0,TRUE,,
882,1,0,TRUE,,
883,0,0,FALSE,,
884,0,0,FALSE,,
885,1,0,FALSE,,
886,0,0,TRUE,,
887,1,0,TRUE,,
888,1,0,FALSE,,
889,1,0,FALSE,,
890,0,0,TRUE,,
891,1,0,TRUE,,
892,0,0,FALSE,,
893,0,0,FALSE,,
894,0,0,FALSE,,
895,0,0,FALSE,,
896,0,0,TRUE,,
897,0,0,FALSE,,
898,0,0,TRUE,,
899,0,0,FALSE,,
900,1,0,FALSE,,
901,0,0,TRUE,,
902,0,1,TRUE,,
903,0,0,FALSE,,
904,0,0,FALSE,,
905,-1,0,TRUE,,
906,1,0,TRUE,,
907,0,0,TRUE,,
908,-1,0,TRUE,,
909,0,0,TRUE,,
910,0,0,TRUE,,
911,0,0,FALSE,,
912,0,0,TRUE,,
913,1,0,TRUE,,
914,0,0,FALSE,,
915,-1,0,FALSE,,
916,0,0,FALSE,,
917,0,0,TRUE,,
918,0,0,TRUE,,
919,-1,0,FALSE,,
920,1,1,FALSE,,
921,0,0,TRUE,,
922,0,0,TRUE,,
923,1,0,FALSE,,
924,1,0,FALSE,,
925,0,0,FALSE,,
926,0,0,FALSE,,
927,0,0,TRUE,,
928,1,0,FALSE,,
929,1,0,TRUE,,
930,0,0,FALSE,,
931,0,0,FALSE,,
932,1,0,TRUE,,
933,0,0,TRUE,,
934,0,0,FALSE,,
935,0,0,FALSE,,
936,1,0,TRUE,,
937,1,0,TRUE,,
938,1,0,TRUE,,
939,-1,0,TRUE,,
940,1,0,TRUE,,
941,0,0,TRUE,,
942,-1,0,FALSE,,
943,-1,1,TRUE,,
944,-1,0,TRUE,,
945,1,0,FALSE,,
946,1,0,FALSE,,
947,0,0,FALSE,,
948,0,0,TRUE,,
949,1,0,TRUE,,
950,0,0,FALSE,,
951,0,0,FALSE,,
952,0,0,TRUE,,
953,0,0,TRUE,,
954,-1,0,FALSE,,
955,0,0,FALSE,,
956,1,0,FALSE,,
957,1,0,FALSE,,
958,1,0,TRUE,,
959,0,0,FALSE,,
960,1,0,TRUE,,
961,0,0,FALSE,,
962,1,0,FALSE,,
963,0,0,TRUE,,
964,1,0,TRUE,,
965,1,0,FALSE,,
966,1,0,FALSE,,
967,-1,0,TRUE,,
968,0,0,TRUE,,
969,0,0,TRUE,,
970,1,0,TRUE,,
971,-1,1,TRUE,,
972,0,0,TRUE,,
973,-1,0,FALSE,,
974,-1,0,TRUE,,
975,0,0,TRUE,,
976,-1,0,FALSE,,
977,-1,0,FALSE,,
978,-1,0,FALSE,,
979,1,0,TRUE,,
980,0,0,TRUE,,
981,0,0,FALSE,,
982,0,0,FALSE,,
983,0,0,TRUE,,
984,0,0,TRUE,,
985,0,0,FALSE,,
986,0,0,FALSE,,
987,0,0,FALSE,,
988,1,0,FALSE,,
989,1,0,TRUE,,
990,1,1,FALSE,,
991,0,0,TRUE,,
992,0,0,FALSE,,
993,1,0,FALSE,,
994,-1,0,TRUE,,
995,0,0,TRUE,,
996,-1,0,FALSE,,
997,1,0,FALSE,,
998,1,0,TRUE,,
999,1,0,TRUE,,
1000,1,0,TRUE,,
1001,1,0,TRUE,,
1002,0,0,TRUE,,
1003,0,0,TRUE,,
1004,0,1,FALSE,,
1005,1,0,TRUE,,
1006,0,0,TRUE,,
1007,0,0,FALSE,,
1008,0,0,FALSE,,
1009,1,0,FALSE,,
1010,0,0,TRUE,,
1011,0,0,TRUE,,
1012,0,0,FALSE,,
1013,0,0,FALSE,,
1014,0,0,TRUE,,
1015,0,0,TRUE,,
1016,1,0,FALSE,,
1017,0,0,FALSE,,
1018,0,0,FALSE,,
1019,1,0,FALSE,,
1020,0,0,TRUE,,
1021,0,0,FALSE,,
1022,0,0,TRUE,,
1023,0,0,FALSE,,
1024,0,0,FALSE,,
1025,0,0,TRUE,,
1026,1,0,TRUE,,
1027,0,0,FALSE,,
1028,0,0,FALSE,,
1029,0,0,TRUE,,
1030,-1,0,TRUE,,
1031,-1,0,TRUE,,
1032,0,1,TRUE,,
1033,-1,0,TRUE,,
1034,0,0,TRUE,,
1035,0,0,FALSE,,
1036,0,0,TRUE,,
1037,1,0,TRUE,,
1038,1,0,FALSE,,
1039,1,0,FALSE,,
1040,0,0,FALSE,,
1041,1,0,TRUE,,
1042,0,0,TRUE,,
1043,1,0,FALSE,,
1044,0,0,FALSE,,
1045,0,0,TRUE,,
1046,0,0,TRUE,,
1047,1,0,FALSE,,
1048,1,0,FALSE,,
1049,0,0,FALSE,,
1050,0,0,FALSE,,
1051,1,0,TRUE,,
1052,0,0,FALSE,,
1053,-1,0,TRUE,,
1054,1,0,FALSE,,
1055,1,0,FALSE,,
1056,1,0,TRUE,,
