,actual,predicted,,,% accurate,,,,,
113,1,0,FALSE,,,,,,,
114,0,1,FALSE,,,,,,,
115,0,1,FALSE,,,,,,,
116,0,0,TRUE,,,,,,,
117,0,0,TRUE,,,,,,,
118,0,0,TRUE,,,,,,,
119,-1,1,FALSE,,,,,,,
120,1,1,TRUE,,,,,,,
121,1,0,FALSE,,,,,,,
122,-1,0,FALSE,,,,,,,
123,1,0,FALSE,,,,,,,
124,1,0,FALSE,,,,,,,
125,1,0,FALSE,,,,,,,
126,-1,1,FALSE,,,,,,,
127,-1,0,FALSE,,,,,,,
128,0,0,TRUE,,,,,,,
129,0,0,TRUE,,,,,,,
130,0,0,TRUE,,,,,,,
131,0,0,TRUE,,,,,,,
132,1,0,FALSE,,,,,,,
133,1,0,FALSE,,,,,,,
134,0,0,TRUE,,,,,,,
135,0,0,TRUE,,,,,,,
136,1,0,FALSE,,,,,,,
137,0,0,TRUE,,,,,,,
138,0,0,TRUE,,,,,,,
139,0,1,FALSE,,,,,,,
140,1,0,FALSE,,,,,,,
141,1,0,FALSE,,,,,,,
142,0,1,FALSE,,,,,,,
143,0,0,TRUE,,,,,,,
144,0,0,TRUE,,,,,,,
145,1,0,FALSE,,,,,,,
146,0,1,FALSE,,,,,,,
147,1,1,TRUE,,,,,,,
148,0,0,TRUE,,,,,,,
149,1,0,FALSE,,,,,,,
150,0,0,TRUE,,,,,,,
151,1,0,FALSE,,,,,,,
152,0,0,TRUE,,,,,,,
153,1,0,FALSE,,,,,,,
154,0,0,TRUE,,,,,,,
155,0,0,TRUE,,,,,,,
156,-1,1,FALSE,,,,,,,
157,1,0,FALSE,,,,,,,
158,-1,1,FALSE,,,,,,,
159,-1,0,FALSE,,,,,,,
160,1,0,FALSE,,,,,,,
161,0,1,FALSE,,,,,,,
162,0,0,TRUE,,,,,,,
163,0,0,TRUE,,,,,,,
164,0,0,TRUE,,,,,,,
165,1,0,FALSE,,,,,,,
166,0,0,TRUE,,,,,,,
167,1,0,FALSE,,,,,,,
168,-1,0,FALSE,,,,,,,
169,1,0,FALSE,,,,,,,
170,0,0,TRUE,,,,,,,
171,0,0,TRUE,,,,,,,
172,0,0,TRUE,,,,,,,
173,0,1,FALSE,,,,,,,
174,1,0,FALSE,,,,,,,
175,0,0,TRUE,,,,,,,
176,0,0,TRUE,,,,,,,
177,0,0,TRUE,,,,,,,
178,-1,1,FALSE,,,,,,,
179,0,0,TRUE,,,,,,,
180,0,0,TRUE,,,,,,,
181,0,0,TRUE,,,,,,,
182,1,0,FALSE,,,,,,,
183,-1,0,FALSE,,,,,,,
184,-1,0,FALSE,,,,,,,
185,0,0,TRUE,,,,,,,
186,0,1,FALSE,,,,,,,
187,1,0,FALSE,,,,,,,
188,0,0,TRUE,,,,,,,
189,1,0,FALSE,,,,,,,
190,0,1,FALSE,,,,,,,
191,0,0,TRUE,,,,,,,
192,0,0,TRUE,,,,,,,
193,-1,0,FALSE,,,,,,,
194,1,0,FALSE,,,,,,,
195,0,0,TRUE,,,,,,,
196,-1,0,FALSE,,,,,,,
197,1,1,TRUE,,,,,,,
198,1,0,FALSE,,,,,,,
199,1,1,TRUE,,,,,,,
200,1,1,TRUE,,,,,,,
201,1,0,FALSE,,,,,,,
202,-1,1,FALSE,,,,,,,
203,1,1,TRUE,,,,,,,
204,-1,0,FALSE,,,,,,,
205,0,0,TRUE,,,,,,,
206,1,0,FALSE,,,,,,,
207,1,0,FALSE,,,,,,,
208,-1,0,FALSE,,,,,,,
209,1,0,FALSE,,,,,,,
210,0,0,TRUE,,,,,,,
211,0,0,TRUE,,,,,,,
212,0,0,TRUE,,,,,,,
213,1,0,FALSE,,,,,,,
214,1,0,FALSE,,,,,,,
215,0,0,TRUE,,,,,,,
216,0,0,TRUE,,,,,,,
217,0,0,TRUE,,,,,,,
218,1,0,FALSE,,,,,,,
219,0,0,TRUE,,,,,,,
220,-1,0,FALSE,,,,,,,
221,0,0,TRUE,,,,,,,
222,1,0,FALSE,,,,,,,
223,0,0,TRUE,,,,,,,
224,0,0,TRUE,,,,,,,
225,1,0,FALSE,,,,,,,
226,1,0,FALSE,,,,,,,
227,0,0,TRUE,,,,,,,
228,0,0,TRUE,,,,,,,
229,-1,0,FALSE,,,,,,,
230,-1,0,FALSE,,,,,,,
231,1,0,FALSE,,,,,,,
232,0,0,TRUE,,,,,,,
233,0,1,FALSE,,,,,,,
234,1,0,FALSE,,,,,,,
235,0,0,TRUE,,,,,,,
236,0,0,TRUE,,,,,,,
237,0,0,TRUE,,,,,,,
238,0,0,TRUE,,,,,,,
239,1,0,FALSE,,,,,,,
240,1,0,FALSE,,,,,,,
241,-1,0,FALSE,,,,,,,
242,1,0,FALSE,,,,,,,
243,1,0,FALSE,,,,,,,
244,1,1,TRUE,,,,,,,
245,1,0,FALSE,,,,,,,
246,1,0,FALSE,,,,,,,
247,0,0,TRUE,,,,,,,
248,-1,0,FALSE,,,,,,,
249,1,0,FALSE,,,,,,,
250,-1,0,FALSE,,,,,,,
251,1,0,FALSE,,,,,,,
252,-1,0,FALSE,,,,,,,
253,-1,1,FALSE,,,,,,,
254,-1,0,FALSE,,,,,,,
255,0,0,TRUE,,,,,,,
256,0,0,TRUE,,,,,,,
257,1,0,FALSE,,,,,,,
258,0,0,TRUE,,,,,,,
259,1,0,FALSE,,,,,,,
260,1,1,TRUE,,,,,,,
261,-1,0,FALSE,,,,,,,
262,0,0,TRUE,,,,,,,
263,-1,0,FALSE,,,,,,,
264,1,0,FALSE,,,,,,,
265,0,0,TRUE,,,,,,,
266,1,0,FALSE,,,,,,,
267,1,0,FALSE,,,,,,,
268,0,0,TRUE,,,,,,,
269,0,0,TRUE,,,,,,,
270,1,0,FALSE,,,,,,,
271,1,0,FALSE,,,,,,,
272,1,0,FALSE,,,,,,,
273,0,0,TRUE,,,,,,,
274,0,0,TRUE,,,,,,,
275,0,0,TRUE,,,,,,,
276,0,0,TRUE,,,,,,,
277,-1,0,FALSE,,,,,,,
278,0,1,FALSE,,,,,,,
279,1,0,FALSE,,,,,,,
280,0,0,TRUE,,,,,,,
281,0,0,TRUE,,,,,,,
282,-1,0,FALSE,,,,,,,
283,0,1,FALSE,,,,,,,
284,0,1,FALSE,,,,,,,
285,0,0,TRUE,,,,,,,
286,-1,1,FALSE,,,,,,,
287,-1,0,FALSE,,,,,,,
288,-1,1,FALSE,,,,,,,
289,0,1,FALSE,,,,,,,
290,0,0,TRUE,,,,,,,
291,-1,0,FALSE,,,,,,,
292,1,0,FALSE,,,,,,,
293,0,0,TRUE,,,,,,,
294,0,1,FALSE,,,,,,,
295,0,0,TRUE,,,,,,,
296,0,0,TRUE,,,,,,,
297,1,1,TRUE,,,,,,,
298,1,0,FALSE,,,,,,,
299,1,0,FALSE,,,,,,,
300,0,0,TRUE,,,,,,,
301,0,0,TRUE,,,,,,,
302,1,0,FALSE,,,,,,,
303,0,0,TRUE,,,,,,,
304,1,0,FALSE,,,,,,,
305,0,1,FALSE,,,,,,,
306,0,0,TRUE,,,,,,,
307,-1,1,FALSE,,,,,,,
308,0,1,FALSE,,,,,,,
309,1,0,FALSE,,,,,,,
310,0,0,TRUE,,,,,,,
311,-1,1,FALSE,,,,,,,
312,0,0,TRUE,,,,,,,
313,1,0,FALSE,,,,,,,
314,1,0,FALSE,,,,,,,
315,0,0,TRUE,,,,,,,
316,-1,0,FALSE,,,,,,,
317,0,0,TRUE,,,,,,,
318,0,0,TRUE,,,,,,,
319,0,0,TRUE,,,,,,,
320,-1,0,FALSE,,,,,,,
321,1,0,FALSE,,,,,,,
322,0,0,TRUE,,,,,,,
323,0,0,TRUE,,,,,,,
324,0,1,FALSE,,,,,,,
325,1,0,FALSE,,,,,,,
326,-1,1,FALSE,,,,,,,
327,0,0,TRUE,,,,,,,
328,0,0,TRUE,,,,,,,
329,0,0,TRUE,,,,,,,
330,-1,0,FALSE,,,,,,,
331,1,0,FALSE,,,,,,,
332,1,1,TRUE,,,,,,,
333,0,0,TRUE,,,,,,,
334,1,0,FALSE,,,,,,,
335,-1,0,FALSE,,,,,,,
336,0,0,TRUE,,,,,,,
337,0,0,TRUE,,,,,,,
338,0,0,TRUE,,,,,,,
339,0,0,TRUE,,,,,,,
340,1,0,FALSE,,,,,,,
341,0,0,TRUE,,,,,,,
342,-1,0,FALSE,,,,,,,
343,1,1,TRUE,,,,,,,
344,0,0,TRUE,,,,,,,
345,1,0,FALSE,,,,,,,
346,0,0,TRUE,,,,,,,
347,1,0,FALSE,,,,,,,
348,1,1,TRUE,,,,,,,
349,0,0,TRUE,,,,,,,
350,1,0,FALSE,,,,,,,
351,0,0,TRUE,,,,,,,
352,-1,1,FALSE,,,,,,,
353,1,0,FALSE,,,,,,,
354,0,0,TRUE,,,,,,,
355,0,0,TRUE,,,,,,,
356,-1,0,FALSE,,,,,,,
357,1,0,FALSE,,,,,,,
358,0,0,TRUE,,,,,,,
359,-1,0,FALSE,,,,,,,
360,1,0,FALSE,,,,,,,
361,0,0,TRUE,,,,,,,
362,0,0,TRUE,,,,,,,
363,1,0,FALSE,,,,,,,
364,0,1,FALSE,,,,,,,
365,0,0,TRUE,,,,,,,
366,0,0,TRUE,,,,,,,
367,1,0,FALSE,,,,,,,
368,0,0,TRUE,,,,,,,
369,1,1,TRUE,,,,,,,
370,1,0,FALSE,,,,,,,
371,0,0,TRUE,,,,,,,
372,1,0,FALSE,,,,,,,
373,0,1,FALSE,,,,,,,
374,-1,1,FALSE,,,,,,,
375,0,0,TRUE,,,,,,,
376,-1,0,FALSE,,,,,,,
377,1,0,FALSE,,,,,,,
378,0,1,FALSE,,,,,,,
379,1,1,TRUE,,,,,,,
380,0,0,TRUE,,,,,,,
381,0,1,FALSE,,,,,,,
382,0,0,TRUE,,,,,,,
383,0,0,TRUE,,,,,,,
384,-1,1,FALSE,,,,,,,
385,0,0,TRUE,,,,,,,
386,0,0,TRUE,,,,,,,
387,0,0,TRUE,,,,,,,
388,1,0,FALSE,,,,,,,
389,0,0,TRUE,,,,,,,
390,0,0,TRUE,,,,,,,
391,0,0,TRUE,,,,,,,
392,1,0,FALSE,,,,,,,
393,1,1,TRUE,,,,,,,
394,0,0,TRUE,,,,,,,
395,1,1,TRUE,,,,,,,
396,-1,0,FALSE,,,,,,,
397,-1,1,FALSE,,,,,,,
398,1,0,FALSE,,,,,,,
399,0,0,TRUE,,,,,,,
400,0,0,TRUE,,,,,,,
401,1,0,FALSE,,,,,,,
402,0,0,TRUE,,,,,,,
403,1,-1,FALSE,,,,,,,
404,1,0,FALSE,,,,,,,
405,1,0,FALSE,,,,,,,
406,1,0,FALSE,,,,,,,
407,0,0,TRUE,,,,,,,
408,1,0,FALSE,,,,,,,
409,0,0,TRUE,,,,,,,
410,1,0,FALSE,,,,,,,
411,1,0,FALSE,,,,,,,
412,1,0,FALSE,,,,,,,
413,0,1,FALSE,,,,,,,
414,1,0,FALSE,,,,,,,
415,0,0,TRUE,,,,,,,
416,-1,0,FALSE,,,,,,,
417,0,0,TRUE,,,,,,,
418,1,0,FALSE,,,,,,,
419,0,0,TRUE,,,,,,,
420,0,0,TRUE,,,,,,,
421,1,0,FALSE,,,,,,,
422,-1,0,FALSE,,,,,,,
423,0,0,TRUE,,,,,,,
424,-1,0,FALSE,,,,,,,
425,1,0,FALSE,,,,,,,
426,1,0,FALSE,,,,,,,
427,1,1,TRUE,,,,,,,
428,0,0,TRUE,,,,,,,
429,0,1,FALSE,,,,,,,
430,0,0,TRUE,,,,,,,
431,1,1,TRUE,,,,,,,
432,0,0,TRUE,,,,,,,
433,0,1,FALSE,,,,,,,
434,-1,0,FALSE,,,,,,,
435,0,1,FALSE,,,,,,,
436,0,0,TRUE,,,,,,,
437,0,0,TRUE,,,,,,,
438,0,0,TRUE,,,,,,,
439,1,0,FALSE,,,,,,,
440,1,0,FALSE,,,,,,,
441,0,0,TRUE,,,,,,,
442,0,0,TRUE,,,,,,,
443,0,0,TRUE,,,,,,,
444,1,1,TRUE,,,,,,,
445,0,0,TRUE,,,,,,,
446,0,0,TRUE,,,,,,,
447,1,0,FALSE,,,,,,,
448,1,1,TRUE,,,,,,,
449,0,0,TRUE,,,,,,,
450,1,0,FALSE,,,,,,,
451,1,1,TRUE,,,,,,,
452,1,0,FALSE,,,,,,,
453,0,1,FALSE,,,,,,,
454,-1,0,FALSE,,,,,,,
455,1,0,FALSE,,,,,,,
456,0,0,TRUE,,,,,,,
457,0,0,TRUE,,,,,,,
458,0,0,TRUE,,,,,,,
459,0,0,TRUE,,,,,,,
460,1,0,FALSE,,,,,,,
461,1,0,FALSE,,,,,,,
462,0,0,TRUE,,,,,,,
463,1,0,FALSE,,,,,,,
464,1,0,FALSE,,,,,,,
465,0,0,TRUE,,,,,,,
466,1,0,FALSE,,,,,,,
467,1,1,TRUE,,,,,,,
468,1,0,FALSE,,,,,,,
469,-1,0,FALSE,,,,,,,
470,1,0,FALSE,,,,,,,
471,-1,1,FALSE,,,,,,,
472,0,0,TRUE,,,,,,,
473,0,1,FALSE,,,,,,,
474,-1,0,FALSE,,,,,,,
475,0,0,TRUE,,,,,,,
476,0,0,TRUE,,,,,,,
477,0,1,FALSE,,,,,,,
478,0,0,TRUE,,,,,,,
479,-1,0,FALSE,,,,,,,
480,0,0,TRUE,,,,,,,
481,1,0,FALSE,,,,,,,
482,1,0,FALSE,,,,,,,
483,0,0,TRUE,,,,,,,
484,1,0,FALSE,,,,,,,
485,0,0,TRUE,,,,,,,
486,1,0,FALSE,,,,,,,
487,-1,0,FALSE,,,,,,,
488,1,0,FALSE,,,,,,,
489,0,0,TRUE,,,,,,,
490,1,0,FALSE,,,,,,,
491,1,0,FALSE,,,,,,,
492,0,1,FALSE,,,,,,,
493,0,1,FALSE,,,,,,,
494,1,1,TRUE,,,,,,,
495,0,0,TRUE,,,,,,,
496,0,0,TRUE,,,,,,,
497,1,0,FALSE,,,,,,,
498,1,1,TRUE,,,,,,,
499,-1,0,FALSE,,,,,,,
500,0,1,FALSE,,,,,,,
501,1,0,FALSE,,,,,,,
502,0,1,FALSE,,,,,,,
503,0,0,TRUE,,,,,,,
504,1,0,FALSE,,,,,,,
505,0,0,TRUE,,,,,,,
506,1,0,FALSE,,,,,,,
507,0,0,TRUE,,,,,,,
508,1,1,TRUE,,,,,,,
509,0,0,TRUE,,,,,,,
510,1,0,FALSE,,,,,,,
511,1,0,FALSE,,,,,,,
512,0,0,TRUE,,,,,,,
513,1,0,FALSE,,,,,,,
514,1,0,FALSE,,,,,,,
515,0,1,FALSE,,,,,,,
516,1,0,FALSE,,,,,,,
517,1,0,FALSE,,,,,,,
518,0,0,TRUE,,,,,,,
519,1,0,FALSE,,,,,,,
520,1,1,TRUE,,,,,,,
521,1,0,FALSE,,,,,,,
522,0,0,TRUE,,,,,,,
523,1,0,FALSE,,,,,,,
524,0,0,TRUE,,,,,,,
525,1,0,FALSE,,,,,,,
526,0,1,FALSE,,,,,,,
527,1,0,FALSE,,,,,,,
528,0,0,TRUE,,,,,,,
529,1,0,FALSE,,,,,,,
530,0,0,TRUE,,,,,,,
531,0,1,FALSE,,,,,,,
532,-1,0,FALSE,,,,,,,
533,-1,1,FALSE,,,,,,,
534,1,1,TRUE,,,,,,,
535,-1,0,FALSE,,,,,,,
536,1,0,FALSE,,,,,,,
537,-1,0,FALSE,,,,,,,
538,1,0,FALSE,,,,,,,
539,1,0,FALSE,,,,,,,
540,1,0,FALSE,,,,,,,
541,0,0,TRUE,,,,,,,
542,-1,1,FALSE,,,,,,,
543,0,1,FALSE,,,,,,,
544,1,0,FALSE,,,,,,,
545,0,0,TRUE,,,,,,,
546,0,0,TRUE,,,,,,,
547,1,0,FALSE,,,,,,,
548,1,0,FALSE,,,,,,,
549,0,0,TRUE,,,,,,,
550,0,0,TRUE,,,,,,,
551,0,0,TRUE,,,,,,,
552,0,0,TRUE,,,,,,,
553,0,0,TRUE,,,,,,,
554,0,0,TRUE,,,,,,,
555,1,0,FALSE,,,,,,,
556,1,0,FALSE,,,,,,,
557,0,0,TRUE,,,,,,,
558,1,1,TRUE,,,,,,,
559,1,0,FALSE,,,,,,,
560,1,1,TRUE,,,,,,,
561,1,0,FALSE,,,,,,,
562,0,0,TRUE,,,,,,,
563,0,0,TRUE,,,,,,,
564,1,0,FALSE,,,,,,,
565,0,0,TRUE,,,,,,,
566,1,0,FALSE,,,,,,,
567,0,0,TRUE,,,,,,,
568,-1,0,FALSE,,,,,,,
569,1,-1,FALSE,,,,,,,
570,0,1,FALSE,,,,,,,
571,-1,0,FALSE,,,,,,,
572,1,0,FALSE,,,,,,,
573,-1,0,FALSE,,,,,,,
574,0,0,TRUE,,,,,,,
575,0,0,TRUE,,,,,,,
576,-1,0,FALSE,,,,,,,
577,-1,0,FALSE,,,,,,,
578,1,0,FALSE,,,,,,,
579,0,0,TRUE,,,,,,,
580,1,0,FALSE,,,,,,,
581,0,0,TRUE,,,,,,,
582,0,0,TRUE,,,,,,,
583,0,0,TRUE,,,,,,,
584,0,0,TRUE,,,,,,,
585,0,0,TRUE,,,,,,,
586,1,0,FALSE,,,,,,,
587,1,0,FALSE,,,,,,,
588,0,0,TRUE,,,,,,,
589,0,1,FALSE,,,,,,,
590,0,0,TRUE,,,,,,,
591,0,0,TRUE,,,,,,,
592,0,0,TRUE,,,,,,,
593,1,1,TRUE,,,,,,,
594,1,0,FALSE,,,,,,,
595,1,1,TRUE,,,,,,,
596,1,0,FALSE,,,,,,,
597,0,0,TRUE,,,,,,,
598,0,0,TRUE,,,,,,,
599,1,0,FALSE,,,,,,,
600,0,0,TRUE,,,,,,,
601,0,0,TRUE,,,,,,,
602,0,0,TRUE,,,,,,,
603,0,1,FALSE,,,,,,,
604,0,1,FALSE,,,,,,,
605,0,1,FALSE,,,,,,,
606,0,0,TRUE,,,,,,,
607,0,0,TRUE,,,,,,,
608,0,0,TRUE,,,,,,,
609,1,0,FALSE,,,,,,,
610,0,0,TRUE,,,,,,,
611,1,0,FALSE,,,,,,,
612,0,0,TRUE,,,,,,,
613,0,0,TRUE,,,,,,,
614,-1,0,FALSE,,,,,,,
615,1,0,FALSE,,,,,,,
616,-1,0,FALSE,,,,,,,
617,0,0,TRUE,,,,,,,
618,1,0,FALSE,,,,,,,
619,1,0,FALSE,,,,,,,
620,1,0,FALSE,,,,,,,
621,0,0,TRUE,,,,,,,
622,1,0,FALSE,,,,,,,
623,1,1,TRUE,,,,,,,
624,0,1,FALSE,,,,,,,
625,0,1,FALSE,,,,,,,
626,0,0,TRUE,,,,,,,
627,1,0,FALSE,,,,,,,
628,1,0,FALSE,,,,,,,
629,-1,0,FALSE,,,,,,,
630,0,0,TRUE,,,,,,,
631,1,0,FALSE,,,,,,,
632,0,0,TRUE,,,,,,,
633,0,0,TRUE,,,,,,,
634,0,0,TRUE,,,,,,,
635,0,0,TRUE,,,,,,,
636,1,1,TRUE,,,,,,,
637,1,0,FALSE,,,,,,,
638,0,0,TRUE,,,,,,,
639,1,0,FALSE,,,,,,,
640,1,1,TRUE,,,,,,,
641,1,1,TRUE,,,,,,,
642,1,0,FALSE,,,,,,,
643,0,1,FALSE,,,,,,,
644,0,0,TRUE,,,,,,,
645,1,0,FALSE,,,,,,,
646,0,0,TRUE,,,,,,,
647,0,0,TRUE,,,,,,,
648,1,0,FALSE,,,,,,,
649,-1,0,FALSE,,,,,,,
650,0,0,TRUE,,,,,,,
651,1,0,FALSE,,,,,,,
652,0,0,TRUE,,,,,,,
653,0,0,TRUE,,,,,,,
654,0,0,TRUE,,,,,,,
655,0,1,FALSE,,,,,,,
656,0,0,TRUE,,,,,,,
657,0,1,FALSE,,,,,,,
658,0,0,TRUE,,,,,,,
659,-1,1,FALSE,,,,,,,
660,1,0,FALSE,,,,,,,
661,0,0,TRUE,,,,,,,
662,1,0,FALSE,,,,,,,
663,-1,0,FALSE,,,,,,,
664,1,0,FALSE,,,,,,,
665,1,0,FALSE,,,,,,,
666,1,0,FALSE,,,,,,,
667,0,1,FALSE,,,,,,,
668,1,0,FALSE,,,,,,,
669,0,0,TRUE,,,,,,,
670,1,0,FALSE,,,,,,,
671,1,1,TRUE,,,,,,,
672,1,1,TRUE,,,,,,,
673,1,0,FALSE,,,,,,,
674,0,0,TRUE,,,,,,,
675,0,0,TRUE,,,,,,,
676,0,0,TRUE,,,,,,,
677,1,0,FALSE,,,,,,,
678,1,0,FALSE,,,,,,,
679,1,0,FALSE,,,,,,,
680,-1,1,FALSE,,,,,,,
681,0,0,TRUE,,,,,,,
682,0,0,TRUE,,,,,,,
683,0,0,TRUE,,,,,,,
684,1,0,FALSE,,,,,,,
685,0,0,TRUE,,,,,,,
686,0,0,TRUE,,,,,,,
687,0,1,FALSE,,,,,,,
688,0,0,TRUE,,,,,,,
689,-1,0,FALSE,,,,,,,
690,0,0,TRUE,,,,,,,
691,0,1,FALSE,,,,,,,
692,0,0,TRUE,,,,,,,
693,1,0,FALSE,,,,,,,
694,1,1,TRUE,,,,,,,
695,1,0,FALSE,,,,,,,
696,0,0,TRUE,,,,,,,
697,-1,1,FALSE,,,,,,,
698,1,0,FALSE,,,,,,,
699,1,0,FALSE,,,,,,,
700,0,1,FALSE,,,,,,,
701,0,0,TRUE,,,,,,,
702,-1,1,FALSE,,,,,,,
703,0,0,TRUE,,,,,,,
704,-1,0,FALSE,,,,,,,
705,0,0,TRUE,,,,,,,
706,1,0,FALSE,,,,,,,
707,0,0,TRUE,,,,,,,
708,1,0,FALSE,,,,,,,
709,1,0,FALSE,,,,,,,
710,1,0,FALSE,,,,,,,
711,1,0,FALSE,,,,,,,
712,1,1,TRUE,,,,,,,
713,0,0,TRUE,,,,,,,
714,0,1,FALSE,,,,,,,
715,1,1,TRUE,,,,,,,
716,1,0,FALSE,,,,,,,
717,-1,0,FALSE,,,,,,,
718,0,1,FALSE,,,,,,,
719,0,0,TRUE,,,,,,,
720,1,0,FALSE,,,,,,,
721,0,0,TRUE,,,,,,,
722,1,0,FALSE,,,,,,,
723,0,0,TRUE,,,,,,,
724,-1,0,FALSE,,,,,,,
725,1,0,FALSE,,,,,,,
726,1,0,FALSE,,,,,,,
727,0,0,TRUE,,,,,,,
728,0,1,FALSE,,,,,,,
729,1,0,FALSE,,,,,,,
730,1,0,FALSE,,,,,,,
731,1,0,FALSE,,,,,,,
732,1,0,FALSE,,,,,,,
733,1,-1,FALSE,,,,,,,
734,1,0,FALSE,,,,,,,
735,0,0,TRUE,,,,,,,
736,0,0,TRUE,,,,,,,
737,1,0,FALSE,,,,,,,
738,0,0,TRUE,,,,,,,
739,1,0,FALSE,,,,,,,
740,1,0,FALSE,,,,,,,
741,0,0,TRUE,,,,,,,
742,0,0,TRUE,,,,,,,
743,0,0,TRUE,,,,,,,
744,0,1,FALSE,,,,,,,
745,1,0,FALSE,,,,,,,
746,0,0,TRUE,,,,,,,
747,0,0,TRUE,,,,,,,
748,1,1,TRUE,,,,,,,
749,-1,0,FALSE,,,,,,,
750,1,0,FALSE,,,,,,,
751,0,0,TRUE,,,,,,,
752,1,0,FALSE,,,,,,,
753,0,1,FALSE,,,,,,,
754,1,1,TRUE,,,,,,,
755,1,0,FALSE,,,,,,,
756,1,0,FALSE,,,,,,,
757,0,0,TRUE,,,,,,,
758,0,0,TRUE,,,,,,,
759,1,1,TRUE,,,,,,,
760,1,0,FALSE,,,,,,,
761,0,0,TRUE,,,,,,,
762,1,-1,FALSE,,,,,,,
763,0,0,TRUE,,,,,,,
764,1,1,TRUE,,,,,,,
765,-1,0,FALSE,,,,,,,
766,0,0,TRUE,,,,,,,
