,actual,predicted,,num right,% accuracy
421,1,0,FALSE,,
422,1,0,FALSE,,
423,0,0,TRUE,,
424,-1,0,FALSE,,
425,-1,0,FALSE,,
426,0,1,FALSE,,
427,1,0,FALSE,,
428,1,0,FALSE,,
429,1,0,FALSE,,
430,0,0,TRUE,,
431,-1,0,FALSE,,
432,1,0,FALSE,,
433,-1,0,FALSE,,
434,0,0,TRUE,,
435,1,0,FALSE,,
436,-1,0,FALSE,,
437,0,0,TRUE,,
438,0,0,TRUE,,
439,-1,1,FALSE,,
440,0,1,FALSE,,
441,0,1,FALSE,,
442,0,0,TRUE,,
443,0,0,TRUE,,
444,0,0,TRUE,,
445,0,0,TRUE,,
446,0,0,TRUE,,
447,0,0,TRUE,,
448,0,0,TRUE,,
449,1,1,TRUE,,
450,1,0,FALSE,,
451,0,0,TRUE,,
452,0,0,TRUE,,
453,1,0,FALSE,,
454,1,0,FALSE,,
455,-1,0,FALSE,,
456,0,0,TRUE,,
457,0,0,TRUE,,
458,0,0,TRUE,,
459,0,0,TRUE,,
460,0,1,FALSE,,
461,-1,0,FALSE,,
462,1,0,FALSE,,
463,0,0,TRUE,,
464,0,0,TRUE,,
465,0,0,TRUE,,
466,1,0,FALSE,,
467,0,1,FALSE,,
468,0,0,TRUE,,
469,0,1,FALSE,,
470,0,0,TRUE,,
471,-1,0,FALSE,,
472,0,0,TRUE,,
473,0,0,TRUE,,
474,1,0,FALSE,,
475,0,0,TRUE,,
476,0,0,TRUE,,
477,0,0,TRUE,,
478,0,0,TRUE,,
479,0,0,TRUE,,
480,-1,0,FALSE,,
481,0,0,TRUE,,
482,1,0,FALSE,,
483,1,0,FALSE,,
484,0,0,TRUE,,
485,0,1,FALSE,,
486,0,0,TRUE,,
487,0,0,TRUE,,
488,1,0,FALSE,,
489,1,0,FALSE,,
490,0,0,TRUE,,
491,1,0,FALSE,,
492,-1,1,FALSE,,
493,0,0,TRUE,,
494,0,0,TRUE,,
495,0,0,TRUE,,
496,0,0,TRUE,,
497,0,0,TRUE,,
498,0,0,TRUE,,
499,-1,0,FALSE,,
500,0,0,TRUE,,
501,-1,1,FALSE,,
502,0,0,TRUE,,
503,0,1,FALSE,,
504,0,0,TRUE,,
505,-1,0,FALSE,,
506,0,0,TRUE,,
507,1,1,TRUE,,
508,-1,0,FALSE,,
509,0,0,TRUE,,
510,0,0,TRUE,,
511,0,0,TRUE,,
512,-1,0,FALSE,,
513,-1,0,FALSE,,
514,0,0,TRUE,,
515,0,0,TRUE,,
516,1,1,TRUE,,
517,0,0,TRUE,,
518,1,0,FALSE,,
519,1,0,FALSE,,
520,1,0,FALSE,,
521,1,1,TRUE,,
522,-1,0,FALSE,,
523,1,1,TRUE,,
524,1,0,FALSE,,
525,0,0,TRUE,,
526,1,0,FALSE,,
527,0,0,TRUE,,
528,0,0,TRUE,,
529,-1,0,FALSE,,
530,0,0,TRUE,,
531,1,0,FALSE,,
532,1,0,FALSE,,
533,0,0,TRUE,,
534,0,0,TRUE,,
535,0,1,FALSE,,
536,1,0,FALSE,,
537,1,0,FALSE,,
538,1,1,TRUE,,
539,1,0,FALSE,,
540,0,1,FALSE,,
541,0,0,TRUE,,
542,0,0,TRUE,,
543,0,0,TRUE,,
544,1,0,FALSE,,
545,1,0,FALSE,,
546,1,0,FALSE,,
547,1,1,TRUE,,
548,0,0,TRUE,,
549,1,0,FALSE,,
550,1,1,TRUE,,
551,-1,0,FALSE,,
552,0,1,FALSE,,
553,0,0,TRUE,,
554,1,0,FALSE,,
555,0,1,FALSE,,
556,0,0,TRUE,,
557,1,0,FALSE,,
558,0,1,FALSE,,
559,1,0,FALSE,,
560,1,0,FALSE,,
561,-1,1,FALSE,,
562,0,0,TRUE,,
563,-1,0,FALSE,,
564,0,0,TRUE,,
565,0,0,TRUE,,
566,0,0,TRUE,,
567,0,1,FALSE,,
568,1,0,FALSE,,
569,0,0,TRUE,,
570,1,0,FALSE,,
571,1,0,FALSE,,
572,0,0,TRUE,,
573,0,0,TRUE,,
574,0,0,TRUE,,
575,0,0,TRUE,,
576,1,0,FALSE,,
577,0,0,TRUE,,
578,0,0,TRUE,,
579,1,0,FALSE,,
580,-1,0,FALSE,,
581,1,0,FALSE,,
582,1,0,FALSE,,
583,0,0,TRUE,,
584,0,0,TRUE,,
585,0,0,TRUE,,
586,1,0,FALSE,,
587,0,0,TRUE,,
588,0,1,FALSE,,
589,1,0,FALSE,,
590,0,1,FALSE,,
591,1,0,FALSE,,
592,-1,0,FALSE,,
593,0,0,TRUE,,
594,-1,0,FALSE,,
595,0,0,TRUE,,
596,0,0,TRUE,,
597,0,0,TRUE,,
598,1,0,FALSE,,
599,1,0,FALSE,,
600,0,0,TRUE,,
601,0,0,TRUE,,
602,0,0,TRUE,,
603,1,1,TRUE,,
604,0,0,TRUE,,
605,-1,0,FALSE,,
606,-1,0,FALSE,,
607,0,0,TRUE,,
608,0,0,TRUE,,
609,0,0,TRUE,,
610,-1,0,FALSE,,
611,0,0,TRUE,,
612,1,0,FALSE,,
613,0,0,TRUE,,
614,0,0,TRUE,,
615,0,0,TRUE,,
616,1,0,FALSE,,
617,0,0,TRUE,,
618,-1,0,FALSE,,
619,1,0,FALSE,,
620,0,0,TRUE,,
621,1,1,TRUE,,
622,0,0,TRUE,,
623,0,0,TRUE,,
624,0,0,TRUE,,
625,0,0,TRUE,,
626,0,0,TRUE,,
627,0,0,TRUE,,
628,1,1,TRUE,,
629,1,0,FALSE,,
630,0,0,TRUE,,
631,0,0,TRUE,,
632,0,0,TRUE,,
633,0,1,FALSE,,
634,0,0,TRUE,,
635,0,0,TRUE,,
636,1,0,FALSE,,
637,1,0,FALSE,,
638,0,0,TRUE,,
639,1,0,FALSE,,
640,0,0,TRUE,,
641,0,0,TRUE,,
642,0,0,TRUE,,
643,0,0,TRUE,,
644,0,0,TRUE,,
645,1,0,FALSE,,
646,0,0,TRUE,,
647,0,0,TRUE,,
648,1,0,FALSE,,
649,1,1,TRUE,,
650,0,0,TRUE,,
651,0,0,TRUE,,
652,0,0,TRUE,,
653,1,0,FALSE,,
654,0,0,TRUE,,
655,1,0,FALSE,,
656,0,0,TRUE,,
657,1,0,FALSE,,
658,1,0,FALSE,,
659,0,0,TRUE,,
660,-1,1,FALSE,,
661,1,0,FALSE,,
662,0,0,TRUE,,
663,-1,0,FALSE,,
664,0,0,TRUE,,
665,1,0,FALSE,,
666,0,0,TRUE,,
667,0,1,FALSE,,
668,-1,0,FALSE,,
669,0,0,TRUE,,
670,1,0,FALSE,,
671,0,0,TRUE,,
672,0,0,TRUE,,
673,1,0,FALSE,,
674,0,0,TRUE,,
675,0,0,TRUE,,
676,1,0,FALSE,,
677,1,0,FALSE,,
678,1,0,FALSE,,
679,-1,0,FALSE,,
680,1,0,FALSE,,
681,1,0,FALSE,,
682,0,0,TRUE,,
683,0,0,TRUE,,
684,1,0,FALSE,,
685,1,0,FALSE,,
686,0,0,TRUE,,
687,1,0,FALSE,,
688,1,0,FALSE,,
689,1,1,TRUE,,
690,-1,0,FALSE,,
691,1,0,FALSE,,
692,-1,0,FALSE,,
693,-1,0,FALSE,,
694,-1,0,FALSE,,
695,1,0,FALSE,,
696,1,0,FALSE,,
697,0,1,FALSE,,
698,0,0,TRUE,,
699,1,0,FALSE,,
700,1,0,FALSE,,
701,1,0,FALSE,,
702,0,0,TRUE,,
703,0,0,TRUE,,
704,0,1,FALSE,,
705,1,0,FALSE,,
706,0,0,TRUE,,
707,1,0,FALSE,,
708,1,0,FALSE,,
709,0,0,TRUE,,
710,0,1,FALSE,,
711,-1,0,FALSE,,
712,-1,0,FALSE,,
713,1,0,FALSE,,
714,1,0,FALSE,,
715,0,1,FALSE,,
716,1,0,FALSE,,
717,0,0,TRUE,,
718,0,0,TRUE,,
719,0,0,TRUE,,
720,0,0,TRUE,,
721,1,0,FALSE,,
722,0,0,TRUE,,
723,1,0,FALSE,,
724,0,0,TRUE,,
725,0,0,TRUE,,
726,0,0,TRUE,,
727,1,0,FALSE,,
728,-1,1,FALSE,,
729,0,0,TRUE,,
730,0,0,TRUE,,
731,1,1,TRUE,,
732,0,0,TRUE,,
733,0,0,TRUE,,
734,1,0,FALSE,,
735,-1,0,FALSE,,
736,1,0,FALSE,,
737,0,0,TRUE,,
738,0,0,TRUE,,
739,1,0,FALSE,,
740,0,0,TRUE,,
741,1,1,TRUE,,
742,0,0,TRUE,,
743,0,-1,FALSE,,
744,0,0,TRUE,,
745,0,0,TRUE,,
746,-1,0,FALSE,,
747,1,1,TRUE,,
748,-1,0,FALSE,,
749,0,0,TRUE,,
750,1,0,FALSE,,
751,0,0,TRUE,,
752,1,0,FALSE,,
753,0,0,TRUE,,
754,-1,0,FALSE,,
755,0,0,TRUE,,
756,-1,1,FALSE,,
757,0,0,TRUE,,
758,0,0,TRUE,,
759,0,0,TRUE,,
760,0,0,TRUE,,
761,-1,0,FALSE,,
762,-1,0,FALSE,,
763,0,0,TRUE,,
764,1,0,FALSE,,
765,0,0,TRUE,,
766,0,0,TRUE,,
767,0,0,TRUE,,
768,0,0,TRUE,,
769,0,0,TRUE,,
770,1,0,FALSE,,
771,1,0,FALSE,,
772,-1,0,FALSE,,
773,0,0,TRUE,,
774,0,0,TRUE,,
775,1,0,FALSE,,
776,1,0,FALSE,,
777,0,0,TRUE,,
778,1,0,FALSE,,
779,1,0,FALSE,,
780,0,0,TRUE,,
781,0,0,TRUE,,
782,-1,0,FALSE,,
783,-1,0,FALSE,,
784,0,0,TRUE,,
785,0,0,TRUE,,
786,0,0,TRUE,,
787,1,0,FALSE,,
788,1,0,FALSE,,
789,0,0,TRUE,,
790,0,0,TRUE,,
791,-1,0,FALSE,,
792,1,0,FALSE,,
793,0,0,TRUE,,
794,1,0,FALSE,,
795,1,0,FALSE,,
796,-1,0,FALSE,,
797,1,0,FALSE,,
798,-1,1,FALSE,,
799,0,0,TRUE,,
800,1,0,FALSE,,
801,0,0,TRUE,,
802,0,0,TRUE,,
803,1,0,FALSE,,
804,0,1,FALSE,,
805,1,0,FALSE,,
806,1,0,FALSE,,
807,0,0,TRUE,,
808,0,0,TRUE,,
809,0,0,TRUE,,
810,1,0,FALSE,,
811,0,0,TRUE,,
812,1,0,FALSE,,
813,1,0,FALSE,,
814,-1,0,FALSE,,
815,0,0,TRUE,,
816,1,0,FALSE,,
817,1,0,FALSE,,
818,0,0,TRUE,,
819,0,0,TRUE,,
820,1,0,FALSE,,
821,0,0,TRUE,,
822,1,1,TRUE,,
823,0,0,TRUE,,
824,0,0,TRUE,,
825,0,0,TRUE,,
826,1,0,FALSE,,
827,1,0,FALSE,,
828,0,0,TRUE,,
829,0,0,TRUE,,
830,1,1,TRUE,,
831,1,0,FALSE,,
832,0,1,FALSE,,
833,0,0,TRUE,,
834,0,0,TRUE,,
835,0,0,TRUE,,
836,0,0,TRUE,,
837,1,0,FALSE,,
838,0,0,TRUE,,
839,1,0,FALSE,,
840,0,0,TRUE,,
841,1,1,TRUE,,
842,1,0,FALSE,,
843,0,0,TRUE,,
844,0,0,TRUE,,
845,1,1,TRUE,,
846,0,0,TRUE,,
847,0,0,TRUE,,
848,0,0,TRUE,,
849,-1,1,FALSE,,
850,-1,0,FALSE,,
851,0,0,TRUE,,
852,0,0,TRUE,,
853,1,0,FALSE,,
854,1,0,FALSE,,
855,0,0,TRUE,,
856,1,0,FALSE,,
857,0,0,TRUE,,
858,1,0,FALSE,,
859,0,0,TRUE,,
860,1,0,FALSE,,
861,1,0,FALSE,,
862,-1,0,FALSE,,
863,0,0,TRUE,,
864,1,0,FALSE,,
865,0,0,TRUE,,
866,0,0,TRUE,,
867,-1,0,FALSE,,
868,1,0,FALSE,,
869,0,0,TRUE,,
870,1,0,FALSE,,
871,0,1,FALSE,,
872,1,0,FALSE,,
873,0,0,TRUE,,
874,1,0,FALSE,,
875,1,0,FALSE,,
876,1,0,FALSE,,
877,0,0,TRUE,,
878,0,0,TRUE,,
879,0,0,TRUE,,
880,0,0,TRUE,,
881,1,0,FALSE,,
882,-1,0,FALSE,,
883,1,0,FALSE,,
884,1,0,FALSE,,
885,0,0,TRUE,,
886,0,0,TRUE,,
887,0,0,TRUE,,
888,-1,0,FALSE,,
889,1,0,FALSE,,
890,1,0,FALSE,,
891,1,0,FALSE,,
892,1,0,FALSE,,
893,0,0,TRUE,,
894,0,0,TRUE,,
895,0,0,TRUE,,
896,1,0,FALSE,,
897,1,0,FALSE,,
898,-1,1,FALSE,,
899,1,0,FALSE,,
900,0,0,TRUE,,
901,0,0,TRUE,,
902,-1,0,FALSE,,
903,1,0,FALSE,,
904,0,0,TRUE,,
905,-1,0,FALSE,,
906,0,0,TRUE,,
907,0,0,TRUE,,
908,0,0,TRUE,,
909,1,0,FALSE,,
910,0,0,TRUE,,
911,1,0,FALSE,,
912,-1,0,FALSE,,
913,1,0,FALSE,,
914,0,0,TRUE,,
915,0,0,TRUE,,
916,1,0,FALSE,,
917,0,0,TRUE,,
918,1,0,FALSE,,
919,-1,0,FALSE,,
920,0,0,TRUE,,
921,-1,0,FALSE,,
922,0,0,TRUE,,
923,1,0,FALSE,,
924,1,0,FALSE,,
925,-1,0,FALSE,,
926,1,0,FALSE,,
927,1,0,FALSE,,
928,0,0,TRUE,,
929,0,0,TRUE,,
930,0,0,TRUE,,
931,1,0,FALSE,,
932,0,0,TRUE,,
933,0,0,TRUE,,
934,-1,0,FALSE,,
935,1,0,FALSE,,
936,0,0,TRUE,,
937,0,0,TRUE,,
938,-1,1,FALSE,,
939,0,0,TRUE,,
940,0,0,TRUE,,
941,0,0,TRUE,,
942,1,1,TRUE,,
943,1,0,FALSE,,
944,0,0,TRUE,,
945,1,0,FALSE,,
946,-1,0,FALSE,,
947,1,0,FALSE,,
948,1,0,FALSE,,
949,0,0,TRUE,,
950,0,1,FALSE,,
951,1,1,TRUE,,
952,1,0,FALSE,,
953,0,0,TRUE,,
954,-1,0,FALSE,,
955,0,0,TRUE,,
956,0,0,TRUE,,
957,1,0,FALSE,,
958,0,0,TRUE,,
959,0,0,TRUE,,
960,0,0,TRUE,,
961,1,1,TRUE,,
962,1,0,FALSE,,
963,0,1,FALSE,,
964,1,0,FALSE,,
965,0,0,TRUE,,
966,0,0,TRUE,,
967,1,0,FALSE,,
968,1,0,FALSE,,
969,0,0,TRUE,,
970,1,0,FALSE,,
971,0,1,FALSE,,
972,1,0,FALSE,,
973,-1,0,FALSE,,
974,1,0,FALSE,,
975,-1,1,FALSE,,
976,1,0,FALSE,,
977,1,0,FALSE,,
978,0,0,TRUE,,
979,1,0,FALSE,,
980,1,1,TRUE,,
981,1,0,FALSE,,
982,0,0,TRUE,,
983,0,0,TRUE,,
984,1,0,FALSE,,
985,1,0,FALSE,,
986,1,0,FALSE,,
987,-1,0,FALSE,,
988,-1,0,FALSE,,
989,0,0,TRUE,,
990,0,0,TRUE,,
991,1,1,TRUE,,
992,0,1,FALSE,,
993,-1,0,FALSE,,
994,-1,0,FALSE,,
995,1,0,FALSE,,
996,-1,0,FALSE,,
997,1,0,FALSE,,
998,-1,0,FALSE,,
999,1,0,FALSE,,
1000,0,0,TRUE,,
1001,0,1,FALSE,,
1002,0,0,TRUE,,
1003,0,0,TRUE,,
1004,0,1,FALSE,,
1005,0,0,TRUE,,
1006,0,0,TRUE,,
1007,0,0,TRUE,,
1008,1,0,FALSE,,
1009,0,0,TRUE,,
1010,1,0,FALSE,,
1011,0,0,TRUE,,
1012,0,0,TRUE,,
1013,1,0,FALSE,,
1014,1,0,FALSE,,
1015,0,1,FALSE,,
1016,1,0,FALSE,,
1017,0,0,TRUE,,
1018,0,0,TRUE,,
1019,-1,0,FALSE,,
1020,1,0,FALSE,,
1021,1,0,FALSE,,
1022,0,0,TRUE,,
1023,1,1,TRUE,,
1024,0,0,TRUE,,
1025,-1,1,FALSE,,
1026,0,0,TRUE,,
1027,0,0,TRUE,,
1028,1,0,FALSE,,
1029,0,0,TRUE,,
1030,1,0,FALSE,,
1031,-1,0,FALSE,,
1032,1,0,FALSE,,
1033,0,0,TRUE,,
1034,1,0,FALSE,,
1035,-1,0,FALSE,,
1036,-1,0,FALSE,,
1037,-1,0,FALSE,,
1038,1,1,TRUE,,
1039,0,0,TRUE,,
1040,0,0,TRUE,,
1041,-1,0,FALSE,,
1042,1,0,FALSE,,
1043,1,0,FALSE,,
1044,1,0,FALSE,,
1045,1,0,FALSE,,
1046,0,0,TRUE,,
1047,0,0,TRUE,,
1048,-1,0,FALSE,,
1049,0,1,FALSE,,
1050,0,0,TRUE,,
1051,0,0,TRUE,,
1052,0,0,TRUE,,
1053,0,1,FALSE,,
1054,1,0,FALSE,,
1055,-1,0,FALSE,,
1056,0,0,TRUE,,
1057,0,1,FALSE,,
